FECHA;PM2.5;PM10;NO;NO2;NOX;CO;SO2;OZONO
13/06/2017 17:00;0;6;9,1;13,3;22,4;0,38;1,3;7,8
13/06/2017 18:00;0;16;26,5;17,2;43,7;0,71;2,1;1,9
13/06/2017 19:00;0;30;38;17,4;55,4;1,08;2,2;1
13/06/2017 20:00;0;24;50,3;14,8;65,1;1,2;2,4;0,8
13/06/2017 21:00;0;66;114,2;15,3;129,5;2,24;3,8;0,8
13/06/2017 22:00;0;37;72,7;14,6;87,4;1,59;3,5;0,7
13/06/2017 23:00;0;32;79,8;12,6;92,3;1,54;3,2;0,8
14/06/2017 0:00;0;16;53,2;13,2;66,4;1,04;2,2;0,5
14/06/2017 1:00;0;26;45,7;12,6;58,3;0,8;2,1;0,6
14/06/2017 2:00;0;17;18;9,4;27,4;0,3;1,3;0,5
14/06/2017 3:00;0;7;16,1;9;25,1;0,25;1;0,4
14/06/2017 4:00;0;4;7,2;7,5;14,6;0,12;0,9;1,1
14/06/2017 5:00;0;3;4,5;6,9;11,4;0,05;0,9;1
14/06/2017 6:00;0;24;40,9;8,5;49,4;0,39;1,7;0,6
14/06/2017 7:00;0;32;59,4;12,9;72,3;0,89;2,1;0,8
14/06/2017 8:00;0;26;42,9;14,9;57,8;0,79;1,8;1,5
14/06/2017 9:00;0;31;31,4;15,3;46,7;0,76;1,6;3,8
14/06/2017 10:00;0;1;9,5;7,1;16,6;0,26;1;8,4
14/06/2017 11:00;0;5;6,8;6;12,7;0,18;0,9;12,3
14/06/2017 12:00;0;11;4,1;3,5;7,7;0,12;0,9;13,2
14/06/2017 13:00;0;8;2,9;2,9;5,8;0,23;0,8;13,9
14/06/2017 14:00;0;7;3,1;3,2;6,3;0,3;0,8;14,9
14/06/2017 15:00;0;8;3,6;4,2;7,8;0,37;0,9;15,7
14/06/2017 16:00;0;7;4,5;6,2;10,8;0,39;1;13,9
14/06/2017 17:00;0;7;5,8;7,3;13,2;0,41;1,2;12,8
14/06/2017 18:00;0;4;5,8;8,8;14,5;0,45;1,2;10,9
14/06/2017 19:00;0;3;8,7;14,2;22,9;0,47;1,1;4,1
14/06/2017 20:00;0;7;9,5;13,8;23,1;0,33;1,2;1,7
14/06/2017 21:00;0;12;5,6;11,7;17,2;0,18;0,7;5
14/06/2017 22:00;0;12;7,8;11,3;19,2;0,22;1;5,5
14/06/2017 23:00;0;13;16,5;14,4;30,9;0,36;1,1;1,8
15/06/2017 0:00;0;15;18,6;14;32,6;0,4;1,2;0,8
15/06/2017 1:00;0;46;31,6;14;45,5;0,61;1,5;0,8
15/06/2017 2:00;0;25;14;12,3;26,3;0,27;1,2;0,5
15/06/2017 3:00;0;16;10,4;11,5;21,9;0,2;0,9;0,7
15/06/2017 4:00;0;18;7,1;11,3;18,4;0,13;0,8;0,8
15/06/2017 5:00;0;13;7,1;10,8;17,9;0,1;1,2;0,6
15/06/2017 6:00;0;14;20,5;9,3;29,8;0,21;1,2;0,5
15/06/2017 7:00;0;59;86,9;12,9;99,7;1,28;2,6;1
15/06/2017 8:00;0;36;47,8;19,3;67,1;1,02;2,2;2,8
15/06/2017 9:00;0;58;52,7;26,1;78,7;1,31;2,8;2,1
15/06/2017 10:00;0;69;37,6;28;65,6;1,16;2,4;3
15/06/2017 11:00;0;32;28;22;50;0,85;1,8;6,6
15/06/2017 12:00;0;19;15,7;15,4;31,2;0,57;1,6;8,8
15/06/2017 13:00;0;7;8,8;6,4;15,2;0,26;1,2;10,6
15/06/2017 14:00;0;8;5;4,4;9,4;0,14;1,1;13,1
15/06/2017 15:00;0;6;4,7;4,4;9;0,16;0,9;13,4
15/06/2017 16:00;0;4;4;5,7;9,7;0,15;1,1;12,9
15/06/2017 17:00;0;16;7,9;8,9;16,7;0,27;1,3;11
15/06/2017 18:00;0;11;9,3;10,8;20,1;0,35;1;7,6
15/06/2017 19:00;0;32;34,5;17,8;52,3;1,04;1,8;0,8
15/06/2017 20:00;0;66;40,5;16,7;57,2;1,04;1,6;0,7
15/06/2017 21:00;0;60;47,2;14,2;61,4;1,05;2,1;0,8
15/06/2017 22:00;0;37;33,2;15,4;48,7;0,79;1,7;1,2
15/06/2017 23:00;0;11;7;11,7;18,7;0,19;1;4,6
16/06/2017 0:00;0;22;20;14,4;34,3;0,45;1,3;1,2
16/06/2017 1:00;0;32;33,7;13,6;47,3;0,63;1,8;0,7
16/06/2017 2:00;0;20;17,3;11,4;28,7;0,34;1,3;0,7
16/06/2017 3:00;0;11;11,9;11,6;23,5;0,25;1,1;0,5
16/06/2017 4:00;0;23;16,6;11,2;27,7;0,35;1,2;0,9
16/06/2017 5:00;0;14;18,2;10;28,2;0,41;1,3;0,7
16/06/2017 6:00;0;35;42,4;12,5;54,9;0,46;1,6;0,7
16/06/2017 7:00;0;35;48,8;14,1;62,8;0,69;1,9;1,3
16/06/2017 8:00;0;45;55,5;19,6;75,1;1,08;2,6;2,9
16/06/2017 9:00;0;24;18,4;13,6;32;0,53;1,6;8,9
16/06/2017 10:00;0;8;9;8,5;17,5;0,31;1;11,9
16/06/2017 11:00;0;8;4,4;4,6;9;0,19;0,9;16,2
16/06/2017 12:00;0;24;4,6;4,4;9;0,29;0;16
16/06/2017 13:00;0;23;4;3,9;7,9;0,37;1;16
16/06/2017 14:00;0;7;4,8;4,4;9,1;0,44;1,1;15,8
16/06/2017 15:00;0;9;3,5;3,8;7,3;0,38;1,1;17,4
16/06/2017 16:00;0;8;3,3;5,2;8,5;0,42;0,8;16,6
16/06/2017 17:00;0;3;3,8;6,7;10,5;0,43;1;15
16/06/2017 18:00;0;34;13,8;15,8;29,7;0,67;1,4;7,6
16/06/2017 19:00;0;34;21,9;20,8;42,6;0,84;1,7;1,5
16/06/2017 20:00;0;41;35,7;20,1;55,8;0,96;1,9;0,7
16/06/2017 21:00;0;66;68;21,7;89,7;1,55;2,6;0,9
16/06/2017 22:00;0;83;79,8;18,8;98,7;1,71;2,9;0,9
16/06/2017 23:00;0;51;63,1;18;81,2;1,22;2,4;0,7
17/06/2017 0:00;0;52;73,8;18,7;92,6;1,15;2,8;0,7
17/06/2017 1:00;0;69;105,1;16,1;121,1;1,48;3,4;0,8
17/06/2017 2:00;0;75;82,6;14,8;97,3;1,17;3,9;0,7
17/06/2017 3:00;0;76;78,7;13,5;92,1;1,02;3,4;0,7
17/06/2017 4:00;0;71;70,5;13,4;84;0,98;3,5;0,7
17/06/2017 5:00;0;52;52,2;11,2;63,4;0,66;3;0,6
17/06/2017 6:00;0;48;64,4;12;76,4;0,77;3,1;0,7
17/06/2017 7:00;0;80;100;13,9;113,9;1,28;3,7;0,9
17/06/2017 8:00;0;120;115,1;22,7;137,8;1,69;5,5;1,5
17/06/2017 9:00;0;113;89,1;33,7;122,8;1,68;5,5;2,4
17/06/2017 10:00;0;92;56,2;32,3;88,5;1,34;3,8;3,7
17/06/2017 11:00;0;39;18,4;17,2;35,6;0,54;1,9;10,3
17/06/2017 12:00;0;27;8,4;12,5;20,9;0,3;1,5;17,7
17/06/2017 13:00;0;30;6,6;11,2;17,8;0,28;1;19,8
17/06/2017 14:00;0;29;3,7;8,5;12,2;0,22;1,1;25
17/06/2017 15:00;0;24;3,8;9,9;13,7;0,29;1,5;24,9
17/06/2017 16:00;0;51;7,9;16,9;24,8;0,53;1,7;20,5
17/06/2017 17:00;0;40;4,8;17,3;22,1;0,43;1,6;21
17/06/2017 18:00;0;33;3,7;23,9;27,6;0,46;1,4;9,2
17/06/2017 19:00;0;29;2,7;23;25,6;0,53;0,5;3,6
17/06/2017 20:00;0;29;15,6;27,8;43,5;0,87;1,6;0,8
17/06/2017 21:00;0;54;55,2;28,1;83,3;1,46;2,2;0,6
17/06/2017 22:00;0;59;120,5;22,8;143,3;2,19;3,5;0,6
17/06/2017 23:00;0;57;83,4;22,2;105,6;1,7;2,8;0,7
18/06/2017 0:00;0;73;129,7;19,2;148,8;2,39;4,1;0,6
18/06/2017 1:00;0;74;92,2;18;110,1;1,88;3,1;0,5
18/06/2017 2:00;0;48;41;15,6;56,6;0,97;1,8;0,7
18/06/2017 3:00;0;45;36,2;15,2;51,4;0,91;1,4;0,5
18/06/2017 4:00;0;37;36,1;13,6;49,8;0,92;1,4;0,7
18/06/2017 5:00;0;39;25,7;16,2;41,9;0,8;1,6;0,7
18/06/2017 6:00;0;35;9;17;26;0,51;1,1;0,9
18/06/2017 7:00;0;30;9,4;17;26,5;0,51;1,1;3
18/06/2017 8:00;0;17;7,9;13,8;21,7;0,44;1;7
18/06/2017 9:00;0;32;7,4;12,4;19,8;0,46;1,4;13,6
18/06/2017 10:00;0;31;8,3;12,1;20,4;0,51;1,3;16,8
18/06/2017 11:00;0;23;4,8;8,5;13,2;0,38;1;20,7
18/06/2017 12:00;0;32;5,1;13;18,1;0,55;1,3;22,8
18/06/2017 13:00;0;46;3,9;12,5;16,4;0,61;1,6;30
18/06/2017 14:00;0;49;2,9;14,2;17,1;0,67;1,3;34
18/06/2017 15:00;0;42;2,5;10;12,4;0,59;1,4;43,6
18/06/2017 16:00;0;37;1,6;12;13,5;0,63;1,2;29,2
18/06/2017 17:00;0;37;2,8;19,7;22,5;0,61;0,8;13,2
18/06/2017 18:00;0;21;1,6;18;19,5;0,47;0,9;12
18/06/2017 19:00;0;34;9,2;26,1;35,4;0,77;1,1;1,7
18/06/2017 20:00;0;33;7,9;25,7;33,6;0,72;1,1;0,8
18/06/2017 21:00;0;31;24,3;23,3;47,6;0,83;1,6;0,7
18/06/2017 22:00;0;37;33,7;23,4;57,2;0,99;1,9;0,5
18/06/2017 23:00;0;41;22,4;22,1;44,6;0,8;1,4;0,7
19/06/2017 0:00;0;33;11,3;18,8;30,1;0,58;1,1;0,8
19/06/2017 1:00;0;22;3,2;13,5;16,7;0,25;0,8;1,4
19/06/2017 2:00;0;14;3,6;12;15,6;0,22;1;0,9
19/06/2017 3:00;0;34;6,8;12,1;18,9;0,28;0,9;0,6
19/06/2017 4:00;0;33;7,5;14;21,5;0,33;1,1;0,7
19/06/2017 5:00;0;21;2,4;10;12,4;0,19;0,7;1,6
19/06/2017 6:00;0;17;7,8;8,3;16;0,16;1,2;0,7
19/06/2017 7:00;0;17;20;7,8;27,8;0,33;1,1;1,2
19/06/2017 8:00;0;13;16,7;9,6;26,3;0,35;1,6;2,5
19/06/2017 9:00;0;18;11,1;9,5;20,6;0,29;1;5
19/06/2017 10:00;0;10;8,4;7,2;15,6;0,22;0,9;8,1
19/06/2017 11:00;0;7;6;7,3;13,3;0,18;1,2;9,6
19/06/2017 12:00;0;6;5,1;4,7;9,8;0,17;1,2;14,2
19/06/2017 13:00;0;25;2,5;4,1;6,6;0,31;0,8;17,6
19/06/2017 14:00;0;4;2;2,3;4,3;0,28;0,8;13,9
19/06/2017 15:00;0;19;4,7;11,6;16,2;0,6;1,1;14,3
19/06/2017 16:00;0;43;7,5;14,6;22,1;0,63;1,2;7,9
19/06/2017 17:00;0;0;4,4;5,7;10,1;0,23;1,3;8
19/06/2017 18:00;0;0;2,9;5,1;8;0,14;1;8,5
19/06/2017 19:00;0;0;1,6;5,1;6,7;0,05;0,7;7,9
19/06/2017 20:00;0;0;1,1;5;6,1;0;0,4;7,7
19/06/2017 21:00;0;19;24,6;10,6;35,2;0,42;1,4;1,1
19/06/2017 22:00;0;28;54,3;13,9;68,2;0,9;2,5;0,6
19/06/2017 23:00;0;32;47,6;13,4;61,1;0,86;2,1;0,7
20/06/2017 0:00;0;21;18,6;14,8;33,4;0,5;1,4;0,5
20/06/2017 1:00;0;28;17,4;14;31,4;0,35;1,3;0,7
20/06/2017 2:00;0;16;8,3;11,4;19,8;0,23;1,1;1,7
20/06/2017 3:00;0;7;1,5;6,8;8,2;0,02;0,9;3,9
20/06/2017 4:00;0;6;2,4;10;12,4;0,04;1,1;2,1
20/06/2017 5:00;0;9;14,9;12,1;27;0,17;1,3;0,7
20/06/2017 6:00;0;37;49,6;14;63,5;0,53;1,9;0,8
20/06/2017 7:00;0;43;66,1;13,6;79,7;0,89;2,4;1
20/06/2017 8:00;0;35;50,2;15,3;65,5;0,96;2,2;1,8
20/06/2017 9:00;0;19;20,5;11,7;32,2;0,52;1,5;5
20/06/2017 10:00;0;32;25,2;15,3;40,5;0,66;2,2;6,1
20/06/2017 11:00;0;1;7,5;5,6;13,1;0,19;1,2;10,9
20/06/2017 12:00;0;3;3,4;2,8;6,3;0,11;0,6;12,2
20/06/2017 13:00;0;16;7,6;7,8;15,4;0,31;1,2;10,2
20/06/2017 14:00;0;20;7,1;10,5;17,7;0,4;1,3;12
20/06/2017 15:00;0;30;13,7;14,8;28,5;0,58;1,3;13,1
20/06/2017 16:00;0;27;7,3;15,9;23,3;0,61;1,6;15,9
20/06/2017 17:00;0;10;5,7;7,7;13,4;0,39;1,3;9,5
20/06/2017 18:00;0;18;4,4;8,9;13,3;0,29;1,1;8,8
20/06/2017 19:00;0;0;14,2;13,8;27,9;0,48;1,3;1,6
20/06/2017 20:00;0;0;21,8;13,8;35,7;0,53;1,6;1,9
20/06/2017 21:00;0;6;24,6;13,8;38,4;0,61;1,5;0,7
20/06/2017 22:00;0;6;11;12,9;23,8;0,29;1,1;0,9
20/06/2017 23:00;0;6;17,4;12,4;29,7;0,32;1,1;0,9
21/06/2017 0:00;0;0;16,9;10,9;27,9;0,33;1,2;1,5
21/06/2017 1:00;0;2;2;5;7;0,02;0,9;8,4
21/06/2017 2:00;0;2;0,7;4,1;4,8;0,01;0,9;9,8
21/06/2017 3:00;0;0;0,6;3,2;3,8;0,01;1,1;9,5
21/06/2017 4:00;0;4;0,5;3,1;3,6;0,02;1,1;9,1
21/06/2017 5:00;0;4;2,7;7,7;10,4;0,03;1;4,6
21/06/2017 6:00;0;5;7,1;10,5;17,6;0,12;0,9;2
21/06/2017 7:00;0;9;18,2;11,9;30;0,4;1,2;1,6
21/06/2017 8:00;0;15;17,6;11;28,6;0,51;1,5;3,6
21/06/2017 9:00;0;8;7,9;7,9;15,8;0,31;1;7,5
21/06/2017 10:00;0;6;7;6,2;13,2;0,23;1;10,2
21/06/2017 11:00;0;8;6;4,8;10,8;0,3;0,7;11,2
21/06/2017 12:00;0;8;3,9;2,9;6,8;0,13;1;12,5
21/06/2017 13:00;0;8;3,7;3,5;7,2;0,19;1;13,2
21/06/2017 14:00;0;7;4,3;4,1;8,5;0,31;1,1;12,9
21/06/2017 15:00;0;3;3,5;3,1;6,6;0,35;1;13,5
21/06/2017 16:00;0;2;3,5;3,3;6,8;0,37;1;14,1
21/06/2017 17:00;0;1;4,4;6,7;11,1;0,41;1;11,8
21/06/2017 18:00;0;5;8,2;11,8;20;0,53;1,3;5,3
21/06/2017 19:00;0;1;4,7;11,2;15,9;0,29;0,9;4,6
21/06/2017 20:00;0;15;25,9;14,6;40,5;0,69;1,7;1,5
21/06/2017 21:00;0;6;5,3;11;16,2;0,18;1;4,3
21/06/2017 22:00;0;6;3;9,4;12,4;0,12;0,9;0
21/06/2017 23:00;0;2;2,9;7,9;10,9;0,08;0,9;0
22/06/2017 0:00;0;0;11;12,1;23,1;0,24;1,1;0
22/06/2017 1:00;0;4;5,9;10,7;16,5;0,16;1;0
22/06/2017 2:00;0;0;1,6;6,9;8,5;0,06;0,9;0
22/06/2017 3:00;0;0;0,5;3,4;4;0,01;0,8;0
22/06/2017 4:00;0;0;1,2;6,4;7,5;0,04;1;0
22/06/2017 5:00;0;0;2,8;7,5;10,3;0,05;0,9;0
22/06/2017 6:00;0;24;35,7;10,3;46,1;0,37;1,6;0
22/06/2017 7:00;0;40;70,3;15,1;85,4;1,06;2,2;0
22/06/2017 8:00;0;44;74,1;18,9;93;1,51;2,9;0
22/06/2017 9:00;0;28;40,9;20;60,9;1,08;2,1;0
22/06/2017 10:00;0;41;41,9;24,7;66,5;1,22;2,2;0
22/06/2017 11:00;0;41;28,1;28,2;56,3;1,07;2,2;0
22/06/2017 12:00;0;0;6,7;6;12,7;0,29;1,1;0
22/06/2017 13:00;0;3;4,1;3,4;7,4;0,29;1,1;0
22/06/2017 14:00;0;9;5,5;5;10,4;0,44;1,2;0
22/06/2017 15:00;0;0;3,8;4;7,8;0,32;1,1;0
22/06/2017 16:00;0;10;3,8;4,2;8,1;0,28;1,2;14,3
22/06/2017 17:00;0;8;4,3;5,1;9,4;0,34;1;13,8
22/06/2017 18:00;0;6;3,9;6,6;10,6;0,41;1;12
22/06/2017 19:00;0;4;6,3;10,6;16,9;0,4;1,2;7,4
22/06/2017 20:00;0;24;29,1;17,8;46,9;0,69;1,9;2,5
22/06/2017 21:00;0;32;24,9;16;40,9;0,59;1,5;1,6
22/06/2017 22:00;0;19;6,4;12,6;18,9;0,18;0,9;4
22/06/2017 23:00;0;14;6,1;12,2;18,3;0,21;1;2,6
23/06/2017 0:00;0;15;9,4;13;22,4;0,26;1,1;1,2
23/06/2017 1:00;0;12;13,8;11,8;25,6;0,58;1,2;0,7
23/06/2017 2:00;0;20;23,4;11,4;34,8;0,57;1,3;0,8
23/06/2017 3:00;0;21;28,1;11,2;39,4;0,53;1,5;0,7
23/06/2017 4:00;0;16;11,4;11,2;22,6;0,34;1,1;0,9
23/06/2017 5:00;0;5;2,9;8,8;11,7;0,18;0,9;2
23/06/2017 6:00;0;8;17;12;29;0,28;1,1;0,6
23/06/2017 7:00;0;20;30,2;12,3;42,4;0,52;1,5;1
23/06/2017 8:00;0;33;46,8;14,4;61,1;0,89;1,8;2,4
23/06/2017 9:00;0;24;29,8;14,9;44,8;0,81;1,8;7,4
23/06/2017 10:00;0;14;10,1;11,3;21,4;0,45;1,3;10,7
23/06/2017 11:00;0;0;6,6;6,5;13,1;0,32;1,1;12,9
23/06/2017 12:00;0;29;5,2;6,1;11,4;0,54;1;14,7
23/06/2017 13:00;0;19;4,5;3,8;8,2;0,46;1,2;14,2
23/06/2017 14:00;0;9;4;3,7;7,8;0,43;1,1;14
23/06/2017 15:00;0;11;4,3;4,3;8,6;0,46;1,1;14
23/06/2017 16:00;0;14;5,9;6,1;12;0,53;1,1;12,5
23/06/2017 17:00;0;13;5,8;6,8;12,6;0,49;1;11,3
23/06/2017 18:00;0;16;8,1;9,1;17,1;0,52;1,2;10,4
23/06/2017 19:00;0;49;25,1;23,4;48,5;1,08;2;1,2
23/06/2017 20:00;0;38;31,6;21,4;53;0,99;1,7;0,6
23/06/2017 21:00;0;54;45,2;19,9;65,1;1,18;2;0,6
23/06/2017 22:00;0;68;67,2;19,7;86,8;1,52;2,2;0,7
23/06/2017 23:00;0;67;92;19;111;1,79;2,8;0,8
24/06/2017 0:00;0;75;117,7;22,7;140,3;2,04;3,4;0,8
24/06/2017 1:00;0;70;101;21,8;122,8;1,54;3,1;0,7
24/06/2017 2:00;0;60;62,7;21,2;83,7;1,09;2,3;0,8
24/06/2017 3:00;0;28;30;12,5;42,5;0,53;1,6;0,6
24/06/2017 4:00;0;20;22,6;11,9;34,5;0,41;1,5;0,6
24/06/2017 5:00;0;26;31,7;10,4;42,1;0,46;1,6;0,7
24/06/2017 6:00;0;36;40,1;10,6;50,8;0,52;1,6;0,7
24/06/2017 7:00;0;46;65,6;11,4;76,9;0,95;2,4;0,8
24/06/2017 8:00;0;37;52,8;12,9;65,7;0,98;2;1,5
24/06/2017 9:00;0;24;14;9,1;23,1;0,45;1,1;7,1
24/06/2017 10:00;0;18;5,6;3,9;9,4;0,29;1;12,6
24/06/2017 11:00;0;22;4;3,5;7,5;0,34;1,1;12,7
24/06/2017 12:00;0;13;3,2;3,3;6,5;0,45;1,1;13,6
24/06/2017 13:00;0;14;3,5;3,9;7,4;0,21;0,8;12,7
24/06/2017 14:00;0;15;3,7;4,2;7,9;0,21;0,9;13,9
24/06/2017 15:00;0;12;4,9;5,5;10,4;0,27;1,2;12,4
24/06/2017 16:00;0;11;3,5;5,7;9,3;0,24;1,3;12,4
24/06/2017 17:00;0;9;3,8;5,4;9,2;0,17;0,9;11,9
24/06/2017 18:00;0;8;3,8;5,8;9,5;0,13;1;10,5
24/06/2017 19:00;0;8;1,3;5;6,3;0,05;0,8;11,3
24/06/2017 20:00;0;9;2,6;9,6;12,2;0,17;1;5,6
24/06/2017 21:00;0;15;1,5;8;9,5;0,11;0,8;7,4
24/06/2017 22:00;0;16;4,1;10,7;14,8;0,18;0,7;3
24/06/2017 23:00;0;14;2,7;6,6;9,3;0,08;0,9;8,7
25/06/2017 0:00;0;20;4,7;9,7;14,4;0,14;0,7;4,3
25/06/2017 1:00;0;7;0,6;3,7;4,2;0,02;0,7;11,9
25/06/2017 2:00;0;7;0,2;2,3;2,4;0,02;0,7;13,3
25/06/2017 3:00;0;10;0,4;3,9;4,3;0,03;0,8;10,5
25/06/2017 4:00;0;12;0,3;3,2;3,5;0,01;0,8;10,8
25/06/2017 5:00;0;12;0,5;3,2;3,7;-0,03;0,7;11,2
25/06/2017 6:00;0;10;1,8;6,4;8,2;0,08;0,9;6,3
25/06/2017 7:00;0;9;2,2;4,2;6,4;0,09;0,8;9,3
25/06/2017 8:00;0;9;2,2;2,3;4,6;0,17;0,8;11,2
25/06/2017 9:00;0;11;1,3;1,1;2,4;0,1;0,8;12,1
25/06/2017 10:00;0;12;1,9;1,5;3,4;0,13;0,8;11,9
25/06/2017 11:00;0;6;2,7;1,9;4,6;0,2;1;12,2
25/06/2017 12:00;0;6;2;2;3,9;0,25;0,9;0
25/06/2017 13:00;0;17;1,6;1,5;3,1;0,27;0,9;0
25/06/2017 14:00;0;6;1,3;1,1;2,4;0,25;0,9;0
25/06/2017 15:00;0;8;1,2;1,1;2,3;0,26;1;0
25/06/2017 16:00;0;10;1,5;1,6;3,2;0,27;0,6;0
25/06/2017 17:00;0;10;2,1;2,3;4,3;0,38;0,9;0
25/06/2017 18:00;0;8;1,3;3;4,4;0,3;1;0
25/06/2017 19:00;0;2;1;6,1;7,1;0,15;0,9;0
25/06/2017 20:00;0;0;3,4;8,5;12;0,05;0,6;0
25/06/2017 21:00;0;23;11,5;11,8;23,2;0,24;1,1;0
25/06/2017 22:00;0;16;21,8;12,4;34,3;0,39;1,4;0
25/06/2017 23:00;0;53;71,4;12,8;84,2;1,19;2,4;0
26/06/2017 0:00;0;34;46,5;12,8;59,4;0,83;1,9;0
26/06/2017 1:00;0;26;35,3;10,4;45,7;0,65;1,8;0
26/06/2017 2:00;0;29;10,1;11,2;21,2;0,31;1,1;0
26/06/2017 3:00;0;25;5,7;12,7;18,4;0,36;1;0
26/06/2017 4:00;0;25;6,4;10,6;17;0,32;1;0
26/06/2017 5:00;0;37;28,6;11;39,5;0,48;1,5;0
26/06/2017 6:00;0;29;26,8;9,9;36,7;0,44;1,7;0
26/06/2017 7:00;0;25;16,9;9,4;26,3;0,4;1,6;0
26/06/2017 8:00;0;29;16,5;10,1;26,6;0,44;2,1;0
26/06/2017 9:00;0;29;11,9;9,7;21,7;0,41;2,2;0
26/06/2017 10:00;0;40;9,8;11,5;21,3;0,43;1,7;0
26/06/2017 11:00;0;40;12,4;11,8;24,2;0,51;1,9;0
26/06/2017 12:00;0;37;7,1;16;23,2;0,57;2,1;0
26/06/2017 13:00;0;27;6,4;10;16,4;0,43;1,6;0
26/06/2017 14:00;0;28;4,8;7,8;12,6;0,42;1,4;0
26/06/2017 15:00;0;13;2,3;2,5;4,9;0,33;1,3;0
26/06/2017 16:00;0;9;1,8;2,5;4,3;0,3;1,2;0
26/06/2017 17:00;0;5;2,3;4,2;6,5;0,25;1,1;0
26/06/2017 18:00;0;4;2,7;6,8;9,5;0,15;1,1;0
26/06/2017 19:00;0;17;3,1;15,4;18,5;0,29;1,1;0
26/06/2017 20:00;0;18;12,5;16,3;28,8;0,42;1,3;0
26/06/2017 21:00;0;20;9,4;11,8;21,3;0,28;1,2;0
26/06/2017 22:00;0;17;11,1;10,7;21,8;0,27;1;0
26/06/2017 23:00;0;8;3,2;10,1;13,4;0,19;0,9;0
27/06/2017 0:00;0;9;2,5;8,9;11,4;0,14;0,8;0
27/06/2017 1:00;0;6;3,7;8,4;12,1;0,15;0,9;0
27/06/2017 2:00;0;3;3,7;7,4;11;0,14;1;0
27/06/2017 3:00;0;6;5,5;8,3;13,8;0,13;1;0
27/06/2017 4:00;0;7;6,2;8,3;14,5;0,09;0,9;0
27/06/2017 5:00;0;8;13,9;8,4;22,3;0,14;1,2;0
27/06/2017 6:00;0;37;50,8;9,2;59,9;0,46;2;0
27/06/2017 7:00;0;48;69;10,9;79,9;0,93;2,6;0
27/06/2017 8:00;0;54;63,6;13;76,6;1,26;3;0
27/06/2017 9:00;0;33;37;14,6;51,6;0,91;2,2;0
27/06/2017 10:00;0;24;22,2;12,7;35;0,61;1,7;0
27/06/2017 11:00;0;11;9,1;6,6;15,7;0,28;1,3;0
27/06/2017 12:00;0;12;8,6;7,1;15,7;0,33;1,2;0
27/06/2017 13:00;0;29;21,6;18,4;40,1;0,8;2;0
27/06/2017 14:00;0;43;19,8;23,2;43;0,79;1,9;0
27/06/2017 15:00;0;49;13,7;19,7;33,4;0,78;1,6;0
27/06/2017 16:00;0;31;11,7;20;31,7;0,84;1,7;0
27/06/2017 17:00;0;40;9,4;17,9;27,3;0,78;1,2;0
27/06/2017 18:00;0;54;15,2;24,6;39,8;0,92;1,8;0
27/06/2017 19:00;0;58;25,8;28,4;54,1;1,15;0,7;0
27/06/2017 20:00;0;50;26,3;27,1;53,4;1,05;1,8;0
27/06/2017 21:00;0;60;41,2;26,6;67,8;1,16;1,9;0
27/06/2017 22:00;0;71;58,2;25,8;84,1;1,39;2,2;0
27/06/2017 23:00;0;80;66,8;24,6;91,3;1,56;2,6;0
28/06/2017 0:00;0;67;70,1;23,1;93,2;1,33;2,6;0
28/06/2017 1:00;0;59;64,6;19,9;84,6;0,93;2,6;0
28/06/2017 2:00;0;53;15,2;16,4;31,5;0,37;1,6;0
28/06/2017 3:00;0;43;11,9;12,8;24,7;0,26;1,7;0
28/06/2017 4:00;0;32;10,4;11,2;21,6;0,19;1,9;0
28/06/2017 5:00;0;26;12,5;9,7;22,2;0,14;1,9;0
28/06/2017 6:00;0;49;40,4;9,7;50,1;0,37;1,9;0
28/06/2017 7:00;0;54;88;12,6;100,4;0,99;2,9;0
28/06/2017 8:00;0;62;57,3;19,2;76,4;0,99;2,8;0
28/06/2017 9:00;0;67;40,7;21,1;61,9;0,93;3,1;0
28/06/2017 10:00;0;53;26,5;24,1;50,5;0,78;2,4;0
28/06/2017 11:00;0;40;11,3;21,3;32,6;0,62;1,6;0
28/06/2017 12:00;0;49;7,9;16,9;24,8;0,63;1,6;0
28/06/2017 13:00;0;70;5,7;16,5;22,2;0,67;2,1;0
28/06/2017 14:00;0;73;5,2;17,7;23;0,7;1,8;0
28/06/2017 15:00;0;60;5,3;13,4;18,7;0,66;1,9;0
28/06/2017 16:00;0;41;6,1;11;17,1;0,55;1,7;0
28/06/2017 17:00;0;44;5,6;9,6;15,1;0,56;1,5;0
28/06/2017 18:00;0;51;8,3;16;24,2;0,72;1,4;0
28/06/2017 19:00;0;41;9,9;21,2;31,1;0,77;1,4;0
28/06/2017 20:00;0;21;11,2;16;27,1;0,61;1,2;0
28/06/2017 21:00;0;31;12,6;16,3;28,8;0,58;1,3;0
28/06/2017 22:00;0;34;11,6;12,7;24,2;0,48;1,3;0
28/06/2017 23:00;0;52;53,6;16,8;70,4;1,24;2,3;0
29/06/2017 0:00;0;58;83;15,9;98,8;1,42;2,8;0
29/06/2017 1:00;0;47;45,7;14,3;59,9;0,81;1,9;0
29/06/2017 2:00;0;42;39,8;12,6;52,3;0,61;1,7;0
29/06/2017 3:00;0;36;26,1;10,6;36,7;0,28;1,6;0
29/06/2017 4:00;0;26;18,8;9,9;28,7;0,21;1,2;0
29/06/2017 5:00;0;27;19,2;10,7;29,8;0,22;1,3;0
